program_id,course_title,url,learning_objective,max_similarity,best_match_content,is_covered
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,This is sometimes called operationalizing the approach to risk management and maturation.,0.23404197,Data Sources for Risk Management,False
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,"Course 3 Learning Objectives After completing this course, the participant will be able to: - Identify common risks and vulnerabilities.",0.1862236,Software Vulnerabilities,False
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,Describe risk management concepts.,0.4421709,Data Sources for Risk Management,True
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,Recognize risk management frameworks.,0.48088455,Data Sources for Risk Management,True
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,Provide examples of appropriate risk tolerance.,0.56611985,Risk Tolerance,True
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,Provide examples of appropriate risk treatment.,0.30959392,Data Sources for Risk Management,False
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,Identify risks of noncompliance with laws and regulations.,0.28547835,Risk Tolerance,False
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,Identify appropriate methods for risk management frameworks implementation.,0.39593208,Data Sources for Risk Management,False
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,Indicate the range and scope of risk review.,0.24432938,Risk Tolerance,False
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,Identify the components of risk review.,0.34612724,Data Sources for Risk Management,False
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,Describe vulnerability assessment activities used to examine all aspects of network and system security.,0.3219547,Software Vulnerabilities,False
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,"Review the steps for monitoring, incident detection, and data loss prevention.",0.23410541,Collecting Data for Incident Response,False
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,Classify the use of tools that collect information about the IT environment to better examine the organization’s security posture.,0.21225557,Software Vulnerabilities,False
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,Identify events of interest to focus on those that may be part of an attack or intrusion.,0.21216336,Collecting Data for Incident Response,False
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,Select methods for managing log files.,0.3104188,Data Sources for Risk Management,False
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,Describe tools and methods for analyzing the results of monitoring efforts.,0.17227693,Data Sources for Risk Management,False
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,Identify communication requirements when documenting and reporting the results of monitoring security platforms.,0.2521567,Data Sources for Risk Management,False
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,Who Should Take This Course: Beginners Experience Required: No prior experience required,0.06759531,Software Vulnerabilities,False
0,Cryptography ,https://www.coursera.org/learn/cryptography1,Cryptography,0.742363,Cryptography Fundamentals,True
0,Cryptography ,https://www.coursera.org/learn/cryptography1,Course 5 - Cryptography,0.62084335,Cryptography Fundamentals,True
0,Cryptography ,https://www.coursera.org/learn/cryptography1,This is the fifth course under the specialization SSCP.,0.119963445,Elliptic Curve Cryptography,False
0,Cryptography ,https://www.coursera.org/learn/cryptography1,"In this course, we will explore the field of cryptography, including public-key infrastructures (PKIs), certificates, and digital signing.",0.53157866,Implementing PKI and Managing Digital Certificates,True
0,Cryptography ,https://www.coursera.org/learn/cryptography1,"Here we enter the realm of confidentiality, integrity, and availability, since we use cryptography to protect data from unauthorized disclosure and improper modification and use encryption to regulate the ability of users to log in to systems and applications.",0.36643264,Hybrid Cryptography,False
0,Cryptography ,https://www.coursera.org/learn/cryptography1,"Course 5 Learning Objectives After completing this course, the participant will be able to: - Recognize the impacts of cryptography on confidentiality, integrity, and authenticity.",0.29250857,Cryptography Fundamentals,False
0,Cryptography ,https://www.coursera.org/learn/cryptography1,Determine the requirements for cryptography when handling sensitive data.,0.45955965,Attacks on Hashing Algorithms and Message Authentication Codes,True
0,Cryptography ,https://www.coursera.org/learn/cryptography1,Identify regulatory and industry best practices in cryptography.,0.41772,Cryptography Fundamentals,True
0,Cryptography ,https://www.coursera.org/learn/cryptography1,Define cryptography entropy.,0.5224929,Cryptography Fundamentals,True
0,Cryptography ,https://www.coursera.org/learn/cryptography1,"Differentiate common cryptographic techniques used to enhance the security of sensitive data including hashing, salting, symmetric/asymmetric encryption, and elliptic curve cryptography.",0.5888985,Elliptic Curve Cryptography,True
0,Cryptography ,https://www.coursera.org/learn/cryptography1,Identify the features and requirements of nonrepudiation.,0.20330101,Implementing PKI and Managing Digital Certificates,False
0,Cryptography ,https://www.coursera.org/learn/cryptography1,Compare the strength of different encryption algorithms and keys.,0.54198515,Diffie-Hellman and Other Asymmetric Algorithms,True
0,Cryptography ,https://www.coursera.org/learn/cryptography1,Describe the process of identifying and addressing cryptographic attacks.,0.51876646,Attacks on Hashing Algorithms and Message Authentication Codes,True
0,Cryptography ,https://www.coursera.org/learn/cryptography1,Define the features of and the implementation process of secure services and protocols.,0.392133,Implementing PKI and Managing Digital Certificates,False
0,Cryptography ,https://www.coursera.org/learn/cryptography1,Discuss common use cases for secure services and protocols.,0.32679266,Implementing PKI and Managing Digital Certificates,False
0,Cryptography ,https://www.coursera.org/learn/cryptography1,Explain limitations and vulnerabilities in the implementation of secure protocols.,0.42442524,Attacks on Hashing Algorithms and Message Authentication Codes,True
0,Cryptography ,https://www.coursera.org/learn/cryptography1,Summarize fundamental key management concepts.,0.4897417,Cryptography Fundamentals,True
0,Cryptography ,https://www.coursera.org/learn/cryptography1,Describe the features of the Web of Trust (WoT) in relation to cryptographic protocols.,0.39231998,Hybrid Cryptography,False
0,Cryptography ,https://www.coursera.org/learn/cryptography1,Who Should Take This Course: Beginners Experience Required: No prior experience required,0.06809671,Cryptography Fundamentals,False
0,Network and Communications Security ,https://www.coursera.org/learn/network-and-communications-security,Network and Communications Security,0.41775253,"Network Access Controls, Standards, and Protocols",True
0,Network and Communications Security ,https://www.coursera.org/learn/network-and-communications-security,Course 6 - Network and Communications Security,0.41721633,OSI Layer 6 Technology and Implementation,True
0,Network and Communications Security ,https://www.coursera.org/learn/network-and-communications-security,This is the sixth course under the specialization SSCP.,0.24408732,OSI Layer 6 Technology and Implementation,False
0,Network and Communications Security ,https://www.coursera.org/learn/network-and-communications-security,This course includes an orientation to the network neighborhood via the OSI 7-Layer and TCP/IP models in the context of internetworking and communications.,0.45445958,OSI and TCP/IP Models,True
0,Network and Communications Security ,https://www.coursera.org/learn/network-and-communications-security,"It also probes each of the seven layers of this combined protocol stack, introducing the key technologies at each layer and their normal uses.",0.44018516,OSI Layer 6 Technology and Implementation,True
0,Network and Communications Security ,https://www.coursera.org/learn/network-and-communications-security,"There is also information on various protocols that run on top of this architecture, as well as attack and defensive strategies and tactics.",0.27541938,OSI Layer 2: The Data-Link Layer,False
0,Network and Communications Security ,https://www.coursera.org/learn/network-and-communications-security,"Additionally, discussed in this course is how to manage network security and secure wireless communications.",0.2673308,Security Device Management,False
0,Network and Communications Security ,https://www.coursera.org/learn/network-and-communications-security,"Course 6 Learning Objectives After completing this course, the participant will be able to: - Recognize layers of the OSI model, their functions and attacks present at each layer, and identify commonly used ports and protocols.",0.46603173,The Layers of the OSI Model and Their Functions,True
0,Network and Communications Security ,https://www.coursera.org/learn/network-and-communications-security,Select appropriate security controls for various network attacks.,0.375323,Network Attacks,False
0,Network and Communications Security ,https://www.coursera.org/learn/network-and-communications-security,Describe the tools used for network access control.,0.3996824,"Network Access Controls, Standards, and Protocols",False
0,Network and Communications Security ,https://www.coursera.org/learn/network-and-communications-security,Summarize best practices for establishing a secure networked environment.,0.2816112,Common Wireless Security Flaws,False
0,Network and Communications Security ,https://www.coursera.org/learn/network-and-communications-security,Understand how to configure and operate security devices such as firewalls and proxies.,0.64191765,Firewalls and Proxies,True
0,Network and Communications Security ,https://www.coursera.org/learn/network-and-communications-security,Summarize the types of telecommunications and network access controls.,0.57662445,"Network Access Controls, Standards, and Protocols",True
0,Network and Communications Security ,https://www.coursera.org/learn/network-and-communications-security,Who Should Take This Course: Beginners Experience Required: No prior experience required,0.11161928,Logical Addressing,False
0,Access Control,https://www.coursera.org/learn/access-controls,Access Control,0.21345545,Single Sign-On,False
0,Access Control,https://www.coursera.org/learn/access-controls,Course 2 - Access Controls,0.15791653,Identity Management Life Cycle,False
0,Access Control,https://www.coursera.org/learn/access-controls,This is the second course under the specialization SSCP.,0.022511339,Identity Management Life Cycle,False
0,Access Control,https://www.coursera.org/learn/access-controls,"In this course, we will examine the business of controlling how our systems, services, resources and data can be Safely accessed only by those authorized to do so.",0.101537675,Biometrics,False
0,Access Control,https://www.coursera.org/learn/access-controls,"We will discuss authentication methods, trust, the identity management life cycle and access control models.",0.42999983,Identity Management Life Cycle,True
0,Access Control,https://www.coursera.org/learn/access-controls,"Course 2 Learning Objectives After completing this course, the participant will be able to: - Categorize identity and access management implementation authentication methods.",0.24675946,Identity Management Life Cycle,False
0,Access Control,https://www.coursera.org/learn/access-controls,Discuss the importance of trust from a security standpoint.,0.26987264,Trusted Computing Base,False
0,Access Control,https://www.coursera.org/learn/access-controls,Compare levels of trust among various relationships and internetwork architectures.,0.27547336,Trusted Computing Base,False
0,Access Control,https://www.coursera.org/learn/access-controls,Explain the implications of trust among third-party connections.,0.23269507,Trusted Computing Base,False
0,Access Control,https://www.coursera.org/learn/access-controls,Differentiate among the activities of the identity management life cycle.,0.68002564,Identity Management Life Cycle,True
0,Access Control,https://www.coursera.org/learn/access-controls,Categorize various access control models.,0.228266,Identity Management Life Cycle,False
0,Access Control,https://www.coursera.org/learn/access-controls,"Define the elements, methods, and processes used when administering access control models.",0.14633483,Identity Management Life Cycle,False
0,Access Control,https://www.coursera.org/learn/access-controls,Who Should Take This Course: Beginners Experience Required: No prior experience required,0.059619166,Identity Management Life Cycle,False
1,Frontend Development using React,https://www.coursera.org/learn/frontend-development-using-react,Frontend Development using React,0.6744066,JSX in React JS,True
1,Frontend Development using React,https://www.coursera.org/learn/frontend-development-using-react,Welcome to the Frontend Development using React course!,0.5665112,JSX in React JS,True
1,Frontend Development using React,https://www.coursera.org/learn/frontend-development-using-react,"In this program, you will learn the fundamentals of frontend development and how to build web applications using the React library.",0.44032523,Introduction to Web Development,True
1,Frontend Development using React,https://www.coursera.org/learn/frontend-development-using-react,The course is best suitable for people with familiarity with web development.,0.44434428,Introduction to Web Development,True
1,Frontend Development using React,https://www.coursera.org/learn/frontend-development-using-react,"The first module, Introduction to HTML & CSS, will introduce you to the basics of HTML and CSS, which are the building blocks of web development.",0.6383484,Introduction to Web Development,True
1,Frontend Development using React,https://www.coursera.org/learn/frontend-development-using-react,You will learn how to structure content with HTML and apply styles to your web pages with CSS.,0.512941,CSS Background Colors,True
1,Frontend Development using React,https://www.coursera.org/learn/frontend-development-using-react,"The second module, Introduction to JavaScript Programming, will teach you the fundamentals of JavaScript, the programming language that powers interactive web applications.",0.61355054,Introduction to JavaScript,True
1,Frontend Development using React,https://www.coursera.org/learn/frontend-development-using-react,"You will learn about variables, data types, control structures, functions, and more.",0.4614682,Understanding data types,True
1,Frontend Development using React,https://www.coursera.org/learn/frontend-development-using-react,"In the third module, React for Frontend Development, you will dive into React, a popular JavaScript library for building user interfaces.",0.6240451,JSX in React JS,True
1,Frontend Development using React,https://www.coursera.org/learn/frontend-development-using-react,"You will learn how to set up a React project, create components, and manage state in your application.",0.570393,Setting up React.js,True
1,Frontend Development using React,https://www.coursera.org/learn/frontend-development-using-react,"By the end of this course, you will have a solid understanding of frontend development principles and how to use React to build interactive and dynamic web applications.",0.50497866,Introduction to Web Development,True
1,.Net Full Stack Foundation,https://www.coursera.org/learn/dot-net-full-stack-foundation,"Understand .NET framework: Master ASP.NET for dynamic web apps, emphasizing web forms, server controls, and data-driven techniques.",0.5246538,Difference Between .NET Framework and .NET Core,True
1,.Net Full Stack Foundation,https://www.coursera.org/learn/dot-net-full-stack-foundation,"Proficiency in C#: Learn data types, variables, operators, and control program flow using conditionals and loops efficiently.",0.4478672,Asynchronous Programming Patterns in .NET,True
1,.Net Full Stack Foundation,https://www.coursera.org/learn/dot-net-full-stack-foundation,"Advanced C# concepts: Master object-oriented principles like inheritance, polymorphism",0.6392599,Object-Oriented Programming Concepts,True
1,.Net Full Stack Foundation,https://www.coursera.org/learn/dot-net-full-stack-foundation,and techniques like extension methods.,0.6466563,Extension Methods,True
1,.Net Full Stack Foundation,https://www.coursera.org/learn/dot-net-full-stack-foundation,"Delve into advanced exception handling techniques, create custom exceptions, and seamlessly implement asynchronous C# code.",0.6001866,Handling Exceptions in Console Application,True
1,Backend Development for .Net Full Stack ,https://www.coursera.org/learn/backend-development-dot-net-fullstack,Backend Development for .Net Full Stack,0.53755605,Developing Web API,True
1,Backend Development for .Net Full Stack ,https://www.coursera.org/learn/backend-development-dot-net-fullstack,Immerse yourself in the intricate universe of .NET backend development with this comprehensive course tailored for individuals aiming to master the ASP.NET ecosystem.,0.40369654,Developing Web API,True
1,Backend Development for .Net Full Stack ,https://www.coursera.org/learn/backend-development-dot-net-fullstack,"This three-module course is perfect for both beginners in .NET and those with some frontend experience, eager to expand their backend expertise.",0.31835482,Introduction to ASP.NET Core,False
1,Backend Development for .Net Full Stack ,https://www.coursera.org/learn/backend-development-dot-net-fullstack,"In the first module, ASP.NET Core, participants are introduced to ASP.NET Core's architecture and tools, gaining hands-on exposure to modern web application development.",0.6186023,Introduction to ASP.NET Core,True
1,Backend Development for .Net Full Stack ,https://www.coursera.org/learn/backend-development-dot-net-fullstack,"In the second module, ASP.NET MVC, attendees will explore the MVC (Model-View-Controller) architecture, understanding its foundational pillars.",0.5886501,Understanding MVC Pattern,True
1,Backend Development for .Net Full Stack ,https://www.coursera.org/learn/backend-development-dot-net-fullstack,"Practical evaluations will further solidify their knowledge, ensuring a grasp of its workflow and components.",0.20949714,Configuring React Component,False
1,Backend Development for .Net Full Stack ,https://www.coursera.org/learn/backend-development-dot-net-fullstack,"The third module, ASP.NET Web API, directs focus towards RESTful web services using ASP.NET.",0.74864084,Introduction to ASP.NET Web API,True
1,Backend Development for .Net Full Stack ,https://www.coursera.org/learn/backend-development-dot-net-fullstack,"From understanding the essence of REST and HTTP protocol, attendees will learn to design and implement robust web APIs with efficiency.",0.45695758,Developing Web API,True
